sortorder,code,title,ExplanatoryNoteInclusion,ExplanatoryNoteExclusion
1200,"2221","Полиграфическое исполнение","Эта подгруппа включает: 
- печатание газет, журналов и других периодических изданий, книг и брошюр, нот и нотных записей, карт, атласов, плакатов, рекламных каталогов, проспектов и прочих печатных рекламных материалов, почтовых марок, гербовых марок, документов, подтверждающих право собственности, чеков и прочих ценных бумаг, регистрационных книг, альбомов, дневников, календарей, деловых бланков и прочих коммерческих печатных документов, индивидуальных канцелярских принадлежностей и других полиграфических материалов, изготовленных на типографских машинах высокой печати, офсетной печати, глубокой печати, флексографии, трафаретной печати и других печатных станках, на копировальных машинах, компьютерных воспроизводящих устройствах, станках для рельефной печати, фотокопировальном и термокопировальном оборудовании.","Эта подгруппа не включает: 
- печатание этикеток, см. 2109
- издание печатных материалов, см. 2211, 2212, 2219"
1190,"222","Полиграфическое исполнение и услуги, связанные с полиграфическим исполнением",,
1180,"2219","Прочие виды издательской деятельности","Эта подгруппа включает:
- издание:
* фотографий, эстампов и почтовых открыток
* поздравительных открыток
* расписаний
* формуляров
* плакатов, художественных репродукций 
* прочих печатных материалов",
1170,"2213","Издание музыкальных произведений","Эта подгруппа включает:
- выпуск граммофонных пластинок, компакт-дисков и кассет с музыкой или другими записанными звуковыми материалами
- печатное издание музыкальных произведений

Эта подгруппа также включает:
- издание прочих записанных звуковых материалов","Эта подгруппа не включает:
- издание программного обеспечения, см. 7221
- выпуск этих изданий только в онлайновом варианте, см. 7240
- издание кинофильмов, видеофильмов и кино-видеопродукции на цифровом видеодиске (DVD) или аналогичных носителях, см. 9211
- производство мастер-копий записей или звукового материала, см. 9211"
1160,"2212","Издание газет, журналов и периодических публикаций","Эта подгруппа включает:
- издание газет, включая рекламные газеты 
- издание периодических публикаций, торговых каталогов, комиксов и т. п.","Эта подгруппа не включает:
- выпуск этих изданий только в онлайновом варианте, см. 7240"
1150,"2211","Издание книг, брошюр и прочих публикаций","Эта подгруппа включает:
- издание книг, брошюр, листовок и аналогичных публикаций, включая издание словарей и энциклопедий
- издание атласов, карт и чертежей
- издание ""говорящих"" книг
- издание энциклопедий и т. п. публикаций на компакт-диске (СD-ROM)","Эта подгруппа не включает:
- выпуск этих изданий только в онлайновом варианте, см. 7240"
1140,"221","Издательское дело",,
1130,"22","Издательское дело, полиграфическая промышленность и тиражирование носителей записи","Данный подраздел включает издательскую деятельность, связанную или не связанную с полиграфическим исполнением. Издательское дело включает финансовую, техническую, творческую, правовую и, среди прочего, но не преимущественно, деятельность по реализации продукции. Разбивка подраздела построена на проведении различия между предприятиями, занятыми издательским делом, независимо от того, связано ли это с полиграфическим исполнением (группа 221), и предприятиями, занятыми только полиграфией (группа 222). Разбивка издательской деятельности на подгруппы делается исходя из вида публикуемых печатных материалов или выпускаемых носителей записи.
Эта подгруппа включает предприятия, занятые изданием газет, журналов, прочих периодических изданий и книг. В основном эти предприятия, известные как издательства, выпускают копии работ, на которые они обычно имеют авторские права. Работы могут выходить в одном или нескольких форматах, включая традиционную печать и издание в электронной форме. Издательства могут выпускать работы, созданные сторонними авторами, на которые они приобрели авторские права, и/или работы, которые они создали собственными силами. 
Полиграфическая промышленность выпускает печатные издания, такие как газеты, книги, периодические издания, бланки, поздравительные открытки и прочие материалы, и выполняет вспомогательные функции, такие как переплет книг, услуги по изготовлению печатных форм, наглядное отображение данных. Виды вспомогательной деятельности, включенные в эту подгруппу, являются составной частью полиграфической промышленности, и почти всегда в результате этих действий получается изделие (печатная форма, переплетенная книга, компьютерный диск или файл), являющееся неотъемлемым элементом полиграфической промышленности.
Процессы, используемые в полиграфии, включают разнообразные методы переноса изображения с пластины, экрана или из компьютерного файла на тот или иной носитель, такой как изделие из бумаги, пластмассы, металла, текстильного материала или древесины. Наиболее известные из этих методов служат для перенесения изображения с пластины или экрана на носитель (офсетная, глубокая, трафаретная и флексографическая печать). Быстро развивающаяся новая технология использует компьютерный файл для прямого ""запуска"" печатного устройства и получения изображения и новое электростатическое и прочие типы оборудования (цифровая печать или печать безударного действия).
Хотя полиграфическая печать и выпуск печатных изданий могут осуществляться на одном предприятии (например, выпуск газеты), эти разные виды деятельности все реже осуществляются в физически одном месте. Когда издательское дело и типографская печать сосредоточены на одном предприятии, такое предприятие классифицируется в группе 221 (Издательское дело), даже если доходы от типографской печати больше, чем от издательской деятельности.
В эту группу включены предприятия, занимающиеся онлайновыми изданиями и выпуском прочих изданий, например газетное издательство, которое также издает онлайновую версию газеты. 
Этот подраздел не включает предприятия, занимающиеся только онлайновой издательской деятельностью, см. 7240.
Этот подраздел не включает издание программного обеспечения, см. 7221, и выпуск кинофильмов и видеофильмов, см. 9211.",
1120,"2109","Производство прочих изделий из бумаги и картона","Эта подгруппа включает:
- производство изделий из бумаги и целлюлозной ваты, предназначенных для использования в домашнем хозяйстве и в качестве средств личной гигиены:
* протирочных тканей
* носовых платков, полотенец, салфеток
* туалетной бумаги
* гигиенических салфеток и тампонов, пеленок и подгузников для младенцев
* чашек, тарелок и подносов
- производство готовой для использования типографской и писчей бумаги 
- производство готовой для использования бумаги для компьютерной печати
- производство готовой для использования бумаги с копировальной прокладкой 
- производство готовой для использования бумаги для копирования и трафаретной печати 
- производство готовой для использования гуммированной бумаги или бумаги с липким слоем
- производство конвертов и почтовых открыток
- производство коробок, пакетов, сумок и почтовых наборов, включающих несколько сортов почтовой и другой писчей бумаги
- производство обоев и аналогичных материалов для покрытия стен, включая обои с виниловым покрытием и тканью
- производство этикеток, с типографской печатью или без нее
- производство фильтровальных бумаги и картона
- производство бобин, шпулек, колпачков и т. п. из бумаги и картона
- производство подставок для яиц и других формованных изделий из целлюлозы","Эта подгруппа не включает:
- производство бумаги или картона без упаковки, см. 2101
- производство игральных карт, см. 3694
- производство игр и игрушек из бумаги или картона, см. 3694"
1110,"2102","Производство гофрированных бумаги и картона и бумажной или картонной тары","Эта подгруппа включает:
- производство гофрированных бумаги и картона
- производство тары из гофрированных бумаги или картона
- производство складных коробок из картона
- производство тары из твердого картона
- производство другой тары из бумаги и картона
- производство мешков и пакетов из бумаги
- производство каталожных ящиков и аналогичных изделий","Эта подгруппа не включает:
- производство конвертов, см. 2109
- производство формованных или прессованных изделий из бумажной пульпы (например, картонок для упаковывания яиц, формованные пластины из целлюлозы), см. 2109"
680,"1544","Производство макарон, лапши, кускуса и аналогичных мучных изделий","Эта подгруппа включает:
- производство макаронных изделий, таких как макароны и лапша, в сыром или вареном виде, сплошных или полых
- производство кускуса
- производство герметично упакованных или замороженных макаронных изделий","Эта подгруппа не включает:
- производство супов, содержащих макаронные изделия, см. 1549"
670,"1543","Производство какао, шоколада и кондитерских изделий из сахара","Эта подгруппа включает:
- производство какао, какао-масла, какао-жира, жидкого какао-масла
- производство шоколада и шоколадных кондитерских изделий
- производство сахарных кондитерских изделий: карамелей, таблеток для освежения дыхания, нуги, помадки, белого шоколада
- производство жевательной резинки
- производство засахаренных фруктов, орехов, цукатов из кожуры фруктов и из других частей растений
- производство кондитерских таблеток и пастилок","Эта подгруппа не включает:
- производство сахара из сахарозы, см. 1542"
660,"1542","Производство сахара","Эта подгруппа включает:
- производство или рафинирование сахара (сахарозы) и заменителей сахара из тростникового или сахарного сиропа, кленового или пальмового сока
- производство сахарных сиропов
- производство черной патоки","Эта подгруппа не включает:
- сбор сока и производство кленового сиропа и сахара, см. 0112
- производство глюкозы, глюкозного сиропа, мальтозы, см. 1532"
650,"1541","Производство хлебобулочных изделий","Эта подгруппа включает:
- производство свежих, замороженных или сухих хлебобулочных изделий
- производство свежевыпеченного хлеба и булочек
- производство свежевыпеченных пирожных, кексов, пирогов, тортов и т. п.
- производство сухарей, бисквитов и других ""сухих"" хлебобулочных изделий
- производство готовых к хранению кондитерских хлебобулочных изделий и кексов
- производство кондитерских изделий (печенья, крекеров, кренделей и т. п.), с сахаром или солью
- производство лепешек
- производство замороженных хлебобулочных изделий: блинов, вафель, булочек и т. п.","Эта подгруппа не включает:
- производство мучных изделий, известных как макаронные изделия, см. 1544
- производство кондитерских изделий из картофеля, см. 1513"
640,"154","Производство прочих пищевых продуктов",,
630,"1533","Производство готовых кормов для животных","Эта подгруппа включает:
- производство готовых кормов для домашних животных, включая собак, кошек, птиц, рыб и т. д.
- производство готовых кормов для животных, содержащихся на фермах, включая пищевые концентраты и кормовые добавки
- подготовку несмешанных (однородных) кормов для животных, содержащихся на фермах

Эта подгруппа также включает:
- обработку отходов скотобоен для производства кормов для животных","Эта подгруппа не включает:
- производство рыбной муки в качестве корма для животных, см. 1512
- производство жмыха из масличных семян, см. 1514
- виды деятельности, в результате которой образуются побочные продукты, используемые в качестве корма для животных без специальной обработки, например жмыхи (см. 1514), остатки , образующиеся при размоле зерновых (см. 1531) и т. п."
620,"1532","Производство крахмалов и крахмальных продуктов","Эта подгруппа включает:
- производство крахмалов из риса, картофеля, маиса и т. п.
- мокрое измельчение кукурузы
- производство глюкозы, глюкозового сиропа, мальтозы, инулина и т. п.
- производство клейковины
- производство тапиоки и ее заменителей, приготавливаемых из крахмала
- производство кукурузного масла","Эта подгруппа не включает:
- производство лактозы (молочного сахара), см. 1520
- производство сахара из тростника или свеклы, см. 1542"
610,"1531","Производство продуктов мукомольной промышленности","Эта подгруппа включает:
- обработку зерна: получение муки, круп, муки крупного помола или гранул пшеницы, ржи, овса, маиса (кукурузы) или других зерновых культур;
- обработку риса: получение обрушенного, молотого, полированного, глазированного, пропаренного или преобразованного риса; производство рисовой муки
- обработку овощей: получение муки крупного или мелкого помола из сушеных бобовых, корнеплодов или клубнеплодов или из съедобных орехов
- производство продуктов для завтрака
- производство готовых мучных смесей и теста для выпечки хлеба, пирожных, бисквитов и блинов","Эта подгруппа не включает:
- производство картофельной муки грубого и тонкого помола, см. 1513
- мокрое измельчение кукурузы, см. 1512"
600,"153","Производство продуктов мукомольной промышленности, крахмалов и крахмальных продуктов и готовых кормов для животных",,
590,"1520","Производство молочных продуктов","Эта подгруппа включает:
- переработку свежего молока в жидком виде, пастеризацию, стерилизацию, гомогенизацию и/или высокотемпературную обработку 
- производство безалкогольных напитков на основе молока
- производство сливок из свежего жидкого молока, пастеризацию, стерилизацию, гомогенизацию
- производство сухого или концентрированного молока, без сахара или подслащенного
- производство молока или сливок в твердом виде
- производство сливочного масла
- производство йогурта
- производство сыра и творога
- производство сыворотки
- производство казеина или лактозы
* производство сливочного мороженого и других видов пищевого льда типа фруктового мороженого","Эта подгруппа не включает:
- производство сырого молока, см. 0121
- производство заменителей молока и молочного сыра, см. 1549
- деятельность кафе-мороженых, см. 5520"
580,"152","Производство молочных продуктов",,
570,"1514","Производство растительных и животных масел и жиров","Эта подгруппа включает производство сырых и рафинированных масел и жиров из растительных и животных материалов, кроме вытапливания или очистки свиного сала и других пищевых животных жиров.

Эта подгруппа включает:
- производство сырых растительных масел: оливкового масла, соевого масла, пальмового масла, подсолнечного масла, хлопкового масла, рапсового или горчичного масла, льняного масла и т. п.
- производство необезжиренной муки тонкого и грубого помола из масличных семян, масличных орехов или косточек масличных культур
- производство рафинированных растительных масел: оливкового масла, соевого масла и т. п.
- производство растительных масел: продувка, выпаривание, обезвоживание, гидрогенизация и т. п.
- производство маргарина
- производство смесей и других аналогичных паст 
- производство смешанных жиров для приготовления пищи

Эта подгруппа также включает:
- производство непищевых животных масел и жиров
- извлечение рыбьего жира или жиров из морских млекопитающих

Примечание. Производство масла из хлопковых семян включает производство хлопкового пуха, жмыха и других остаточных продуктов в качестве побочных продуктов данной подгруппы.","Эта подгруппа не включает:
- вытапливание и очистку свиного сала и других пищевых животных жиров, см. 1511
- мокрое измельчение кукурузы, см. 1532
- производство основных масел, см. 2429
- обработку масел и жиров с помощью химических процессов, см. 2429"
560,"1513","Переработка и консервирование фруктов и овощей","Эта подгруппа включает:
- производство пищевых продуктов, состоящих преимущественно из фруктов или овощей
- хранение фруктов, орехов или овощей: замораживание, сушка, погружение в масло или уксус, изготовление консервов и т. п.
- производство фруктовых или овощных пищевых продуктов
- производство фруктовых и овощных соков
- производство джемов, мармеладов и столовых желе
- переработка и хранение картофеля:
* производство готового картофеля в замороженном виде
* производство обезвоженного картофельного пюре
* производство закусочных изделий из картофеля
* производство хрустящего картофеля
* производство картофельной муки грубого и тонкого помола
- производство готовых овощных блюд
- обжаривание орехов
- производство пищевых продуктов и паст из орехов

Эта подгруппа также включает:
- очистку картофеля промышленным способом
- производство концентратов","Эта подгруппа не включает:
- производство муки мелкого или грубого помола из сухих бобовых, см. 1531
- производство засахаренных фруктов и орехов, см. 1543"
550,"1512","Переработка и консервирование рыбы и рыбных продуктов","Эта подгруппа включает:
- подготовку и предохранение от порчи рыбы, ракообразных и моллюсков: замораживание, глубокое замораживание, сушка, копчение, соление, погружение в рассол, консервирование и т. п.
- производство продуктов из рыбы, ракообразных и моллюсков: вареной рыбы, рыбного филе, икры, в том числе икры осетровых рыб и ее заменителей, и т. п.
- производство готовых рыбных блюд
- производство рыбной муки, пригодной для потребления человеком или для использования в качестве корма для животных
- производство муки и растворимых в воде веществ из рыбы и других водных животных, непригодных для потребления человеком

Эта подгруппа также включает:
- деятельность судов, занимающихся только переработкой и консервированием рыбы","Эта подгруппа не включает:
- деятельность судов, занимающихся как рыболовством, так и переработкой улова и консервированием рыбы на борту, см. 0501
- переработку китовых туш на берегу или на специализированных судах, см. 1511
- производство масел и жиров из морских продуктов, см. 1514
- производство рыбных супов, см. 1549"
540,"1511","Производство, переработка и консервирование мяса и мясных продуктов","Эта подгруппа включает:
- операции скотобоен: убой, обработку и упаковывание мяса
- производство свежего, охлажденного или замороженного мяса, в тушах
- производство свежего, охлажденного или замороженного мяса, в кусках
- забой домашней птицы
- подготовка мяса домашней птицы
- производство свежего или замороженного мяса домашней птицы в виде индивидуальных порций
- производство сушеного, соленого или копченого мяса
- производство мясных продуктов:
* вареных и твердых колбас, пудингов, сосисок, сервелатов, копченых колбас, паштетов, рулетов, вареного окорока, мясных экстрактов и соков
- производство готовых блюд из свежего мяса

Эта подгруппа также включает:
- забой и переработку китов на берегу или на специальных судах
- обработку шкур и кожи, поступающих со скотобоен, включая скорняжное производство
- вытапливание свиного сала и других пищевых животных жиров
- обработку потрохов животных
- обработку щипаной шерсти
- забой кроликов и родственных животных
- подготовку мяса кроликов и родственных животных
- производство перьев и пуха","Эта подгруппа не включает:
- производство супов, содержащих мясо, см. 1549
- производство готовых блюд из замороженного мяса животных и домашней птицы, см. 1549
- упаковывание мяса на предприятии оптовой торговли, см. 5122
- упаковывание мяса за вознаграждение или на договорной основе, см. 7495"
530,"151","Производство, переработка и консервирование мяса, рыбы, фруктов, овощей, масел и жиров",,
520,"15","Производство пищевых продуктов и напитков","Пищевая промышленность занимается переработкой продукции сельского хозяйства, животноводства и рыболовства в пищу и напитки для людей или животных и включает производство различных промежуточных продуктов, которые еще не являются непосредственно пищевыми продуктами. В результате этой деятельности часто создаются сопутствующие продукты, обладающие большей или меньшей ценностью (например, шкуры, производимые на скотобойнях, или жмых при производстве масла).
Этот подраздел построен по видам деятельности, касающейся различных видов продуктов: мяса, рыбы, плодов и овощей, жиров и масел, молочных продуктов, продуктов мукомольной отрасли, кормов для животных, других пищевых продуктов и напитков. Производство может быть организовано для собственной реализации, а также для третьих сторон, например при забое скота и разделке мяса на заказ.
Некоторые виды деятельности считаются обработкой или переработкой (например, в булочных, кондитерских магазинах, магазинах по продаже готовых мясных продуктов и т. п., то есть деятельность тех, кто продает продукцию собственного производства) даже в том случае, когда имеет место розничная торговля продуктами в собственном магазине производителя. Однако если переработка является минимальной и не приводит к действительному изменению (например, как в случае разделки мяса, торговли рыбой и т. п.), то это предприятие относится к ""Оптовой и розничной торговле"" (раздел G).
Производство кормов для животных из отходов или побочных продуктов скотобоен классифицируется в подгруппе 1533, переработка пищевых отходов и отходов жидких продуктов во вторичное сырье классифицируется в подгруппе 3720, а утилизация отходов пищевых продуктов и напитков - в подгруппе 9000.",
510,"D","Обрабатывающая промышленность","Обрабатывающая промышленность включает предприятия, в которых проводится физическое или химическое преобразование материалов, веществ или компонентов в новые продукты. Преобразуемые материалы, вещества или компоненты - это сырьевые материалы, которые являются продуктами сельского хозяйства, лесной промышленности, рыболовства, горнодобывающей промышленности или разработки карьеров, а также продуктами других отраслей обрабатывающей промышленности.
К предприятиям обрабатывающей отрасли преимущественно относятся заводы, фабрики или иные промышленные предприятия, обычно использующие машины с механическим приводом и оборудование для обработки материалов. Однако в этот раздел также включены предприятия, на которых происходит превращение материалов или веществ в новые продукты вручную или на дому, а также те предприятия, которые участвуют в сбыте товаров широкого потребления, изготовленных в тех же помещениях, из которых они продаются, такие как булочные-пекарни или ателье по пошиву одежды.
Предприятия обрабатывающей промышленности могут обрабатывать свои материалы или могут на договорной основе осуществлять обработку для других предприятий их материалов. Оба типа предприятий относятся к обрабатывающей промышленности.
Новый продукт предприятия обрабатывающей промышленности может считаться готовым в смысле его готовности для использования или потребления или может служить полуфабрикатом в том смысле, что становится исходным материалом для дальнейшей обработки. Например, продукт завода для рафинирования глинозема является исходным материалом, используемым в первичном производстве алюминия; первичный алюминий является исходным материалом для волочильного производства алюминиевой проволоки; алюминиевая проволока является исходным материалом для предприятия по изготовлению промышленного изделия из проволоки.
Сборка компонентов производимых изделий считается функцией обрабатывающей промышленности. Она включает сборку из компонентов либо собственного изготовления, либо из купленных в готовом виде. Сборка конструкций на строительной площадке из элементов собственного изготовления классифицируется как функция обрабатывающей промышленности в том случае, когда изготовление и сборка являются единым производственным процессом. Когда сборка выполняется разными организациями, то этот вид деятельности, как подсказывает логика, отнесен к подразделу 45 (Строительство). Поэтому монтаж на строительной площадке из готовых элементов не собственного изготовления мостов, водных резервуаров, хранилищ и складских помещений, железнодорожных и элеваторных полос отвода, лифтов и эскалаторов, водопроводов, противопожарных систем, систем центрального отопления, вентиляции и кондиционеров воздуха, осветительных приборов, электрических и телекоммуникационных проводных систем в зданиях и всех видов сооружений классифицирован в подразделе ""Строительство"".
Монтаж и установка машин и оборудования на предприятиях горнодобывающей, обрабатывающей промышленности, в торговле и на других предприятиях, если они осуществляются как один из видов специализированной деятельности, классифицируются в той же подгруппе подраздела ""Обрабатывающая промышленность"", что и производство устанавливаемого оборудования.
Монтаж и установка машин и оборудования, если они осуществляются как одна из услуг, предоставляемых в связи с продажей товаров предприятием, занимающимся преимущественно производством готовой продукции, оптовой или розничной торговлей, классифицируются в соответствии с его основным видом деятельности.
Деятельность предприятий, преимущественно занятых ремонтом и техническим обслуживанием промышленных, торговых и аналогичных машин и оборудования, как правило, классифицируется в той же подгруппе подраздела ""Обрабатывающая промышленность"", что и предприятия, специализирующиеся на производстве этих товаров. Однако предприятия, занимающиеся ремонтом канцелярских и электронно-вычислительных машин, классифицированы в подгруппе 7250. Предприятия, основным видом деятельности которых является ремонт бытовых приборов, оборудования и мебели, автомобилей и других потребительских товаров, классифицируются, как правило, в соответствующей подгруппе подразделов 50 (Продажа, техническое обслуживание и ремонт автомобилей и мотоциклов; розничная продажа топлива для транспортных средств с двигателями внутреннего сгорания) или 52 (Розничная торговля, кроме автомобилей и мотоциклов; ремонт бытовых товаров и предметов личного пользования) в соответствии с видом товаров, которые ремонтируются.
К обрабатывающему производству обычно относятся существенное изменение, обновление или реконструкция товаров.
Производство специализированных компонентов и деталей, а также принадлежностей и приспособлений для машин и оборудования классифицируется, как правило, в той же подгруппе, что и производство машин и оборудования, для которых предназначаются детали и принадлежности. Производство неспециализированных компонентов и деталей машин и оборудования, например двигателей, поршней, электромоторов, электроузлов, клапанов, шестерен, шарикоподшипников, классифицировано в соответствующей подгруппе подраздела ""Обрабатывающая промышленность"", независимо от того, в состав каких машин и оборудования могут входить эти предметы. Однако изготовление специализированных компонентов и принадлежностей путем формования или экструзии пластических материалов включено в подгруппу 2520.
В раздел ""Обрабатывающая промышленность"" включена также переработка отходов.
Примечание. Границы обрабатывающей промышленности с другими разделами системы классификации могут быть несколько расплывчатыми. Как правило, предприятия обрабатывающей отрасли занимаются переработкой материалов в новые продукты. На выходе получается новое изделие. Однако определение того, что представляет собой новое изделие, может быть несколько субъективным. Для уточнения - в Международной классификации промышленных стандартов МСОК к обрабатывающей промышленности относятся следующие виды деятельности:
- Пастеризация и разлив молока (см. 1520);
- Переработка свежей рыбы (извлечение устриц из раковин, филетирование рыбы), выполняемая не на борту рыболовного судна (см. 1512);
- Печать и смежные виды деятельности (см. 2221, 2222);
- Производство готовых к применению бетонных смесей (см. 2695);
- Выделка кожи (см. 1911);
- Консервация древесины (см. 2010);
- Гальванотехника, металлизация, тепловая обработка металла, полировка (см. 2892);
- Механическое оборудование для ремонта или переборки (например, двигателей внутреннего сгорания, см. 3410);
- Ремонт и модернизация судов (см. 3511);
- Восстановление протекторов шин (см. 2511).

С другой стороны, существуют виды деятельности, иногда относящиеся к обрабатывающей промышленности, которые классифицируются в другом разделе МСОК (другими словами, они не классифицируются как обрабатывающая промышленность). Эти виды деятельности включают:
- Лесозаготовки, классифицируемые в разделе А (Сельское хозяйство, охота и лесоводство);
- Обогащение руд и других минералов, классифицируемое в разделе С (Горнодобывающая промышленность);
- Строительство сооружений и сборочные операции, выполняемые на строительной площадке, классифицируется в разделе F (Строительство);
- Деятельность по разбивке крупных партий товаров на мелкие группы и вторичный сбыт более мелких партий, включая упаковывание и переупаковывание или разлив в бутылочную тару таких продуктов, как алкогольные напитки или химикаты; сборка компьютеров на заказ; сортировка твердых отходов; смешивание красок по заказу клиента; резка металлов по заказу клиента; производство видоизмененного варианта того же продукта, но не нового продукта, классифицируются в разделе G (Оптовая и розничная торговля).",
